grb,time _ut_,trigger number,bat ra _j2000_,bat dec _j2000_,bat 90_ error radius _arcmin_,bat t90 _sec_,bat fluence _15_150 kev_ _10__7 erg_cm_2_,bat fluence 90_ error _15_150 kev_ _10__7 erg_cm_2_,bat 1_sec peak photon flux _15_150 kev_ _ph_cm_2_sec_,bat 1_sec peak photon flux 90_ error _15_150 kev_ _ph_cm_2_sec_,bat photon index _15_150 kev_ _pl _ simple power_law_ cpl _ cutoff power_law_,bat photon index 90_ error _15_150 kev_,hardness ratio,epeak,satellite_source,grb_class
140318A,00:09:07,592204,184.049,20.225,2.1,8.43,2.9,0.5,0.5,0.2,"1.35, PL",0.28,0.609104,0.0,Swift BAT,
140311A,21:05:16,591390,209.293,0.607,3.8,71.4,23,3.0,1.3,0.5,"1.67, PL",0.23,0.4200262,0.0,Swift BAT,
140305A,15:00:20,590446,344.497,15.448,1.7,13.7,4.7,0.7,1.0,0.2,"0.32, CPL",0.92,1.9870936,232.0,Swift BAT,
140304A,13:22:31,590206,30.653,33.48,1.0,15.6,12,1.0,1.7,0.2,"1.29, PL",0.08,0.65291893,0.0,Swift BAT,
140302A,08:12:58,589685,253.862,-12.875,1.1,87.5,27,1.0,1.7,0.2,"1.09, PL",0.09,0.8226067,0.0,Swift BAT,
140301A,15:24:49,589590,69.521,-34.249,1.9,31.0,4.4,0.8,0.7,0.2,"1.96, PL",0.28,0.29940712,0.0,Swift BAT,
140215A,04:07:10,586680,104.129,41.787,1.1,84.2,78,3.0,7.9,0.7,"1.19, PL",0.08,0.7329417,0.0,Swift BAT,
140213A,19:21:37,586569,105.166,-73.136,1.0,60.0,120,0.0,23.5,0.8,"1.80, PL",0.04,0.36095843,0.0,Swift BAT,
140211A,12:23:03,586289,124.233,20.237,1.4,89.4,18,1.0,0.7,0.2,"2.10, PL",0.14,0.25412822,0.0,Swift BAT,
140209A,07:30:57,586071,81.328,32.488,1.0,21.3,41,2.0,38.1,1.1,"1.44, PL",0.06,0.5487588,0.0,Swift BAT,
140206A,07:17:20,585834,145.321,66.762,1.0,93.6,160,3.0,19.4,0.5,"1.04, CPL",0.15,0.87140644,304.0,Swift BAT,
140129B,12:51:09,585149,326.764,26.215,2.1,1.36,0.71,0.14,0.9,0.2,"2.23, PL",0.33,0.21817169,0.0,Swift BAT,
140129A,03:23:59,585128,37.851,-1.594,2.2,2.99,1.3,0.3,0.9,0.2,"2.08, PL",0.33,0.26015654,0.0,Swift BAT,
140118A,01:32:02,584136,330.999,-17.937,1.5,84.15,26,2.0,1.9,0.3,"1.87, PL",0.13,0.3326284,0.0,Swift BAT,
140114A,11:57:40,583861,188.498,27.942,1.9,139.7,32,1.0,0.9,0.1,"2.06, PL",0.09,0.26632604,0.0,Swift BAT,
140108A,17:18:42,583338,325.129,58.749,1.0,94,70,2.0,6.1,0.3,"1.62, PL",0.05,0.44519925,0.0,Swift BAT,
140103A,00:30:43,582773,232.114,37.752,1.7,17.3,6.0,0.7,2.1,0.3,"2.6, PL",0.2,0.14111675,0.0,Swift BAT,
140102A,21:17:37,582760,211.915,1.332,1.0,65,77,2.0,29.8,0.6,"1.38, PL",0.04,0.588296,0.0,Swift BAT,
131229A,06:39:24,582374,85.236,-4.401,1.0,13.86,66,1.0,10.7,0.3,"1.02, PL",0.03,0.8917149,0.0,Swift BAT,
131227A,04:44:51,582184,67.369,28.879,1.3,18.0,8.4,0.6,1.1,0.2,"1.36, PL",0.12,0.6020887,0.0,Swift BAT,
131226A,05:47:39,582123,301.309,-64.943,1.0,7.20,40,1.0,10.4,0.4,"1.38, PL",0.04,0.588296,0.0,Swift BAT,
131205A,09:18:38,580267,131.573,-60.181,2.8,37.5,2.9,0.7,0.6,0.1,"1.57, PL",0.38,0.47185832,0.0,Swift BAT,
131202A,15:12:09,579982,344.005,-21.65,2.6,30.4,6.1,1.0,0.7,0.2,"1.58, PL",0.26,0.46640354,0.0,Swift BAT,
131128A,15:06:24,579683,355.305,31.293,1.6,3.00,3.2,0.4,2.7,0.3,"1.81, PL",0.17,0.3567701,0.0,Swift BAT,
131127A,10:11:35,579571,332.714,36.596,1.8,92.1,19,2.0,1.3,0.2,"2.34, PL",0.16,0.19170858,0.0,Swift BAT,
131120A,14:37:56,578227,278.937,-12.026,3.0,131,5.7,1.5,0.5,0.2,"2.94, PL",0.50,0.094392195,0.0,Swift BAT,
131117A,00:34:04,577968,332.354,-31.761,1.8,11.00,2.5,0.4,0.7,0.1,"-0.40, CPL",1.41,4.4871945,160.0,Swift BAT,
131105A,02:04:44,576738,70.973,-63.005,1.5,112.3,71,5.0,3.5,0.6,"1.45, PL",0.11,0.5424288,0.0,Swift BAT,
131103A,22:07:25,576562,348.948,-44.645,1.8,17.3,8.2,1.0,1.5,0.3,"1.97, PL",0.19,0.2959244,0.0,Swift BAT,
131030A,20:56:18,576238,345.074,-5.38,1.0,41.1,290,0.0,28.1,0.7,"1.30, PL",0.03,0.64540666,0.0,Swift BAT,
131024B,21:35:31,575754,144.464,44.284,2.1,64.00,12,2.0,0.1,0.1,"0.85, PL",0.23,1.084249,0.0,Swift BAT,
131024A,12:26:20,575707,290.544,-64.599,2.0,112.00,12,1.0,0.3,0.1,"1.85, PL",0.18,0.34049097,0.0,Swift BAT,
131018A,12:47:48,574935,98.473,-19.897,1.3,73.22,11,1.0,0.5,0.1,"2.24, PL",0.14,0.21562384,0.0,Swift BAT,
131004A,21:41:03,573190,296.108,-2.952,1.1,1.54,2.8,0.2,3.4,0.2,"1.81, PL",0.11,0.3567701,0.0,Swift BAT,
131002B,10:54:28,572742,75.135,-75.701,1.2,39.10,6.2,0.6,0.6,0.1,"0.36, CPL",0.84,1.8986535,236.0,Swift BAT,
131002A,06:54:21,572721,253.103,82.036,3.9,55.59,6.4,0.8,1.3,0.1,"1.63, PL",0.19,0.44004846,0.0,Swift BAT,
131001A,05:37:24,Ground Analysis|20297,8.304,25.557,1.6,4.9,4.9,0.6,2.57,0.25,"0.8, CPL",0.6,1.148292,280.0,Swift BAT,
130929A,09:36:33,572308,135.028,-47.554,1.6,11.10,6.9,0.8,1.7,0.3,"2.00, PL",0.18,0.2857143,0.0,Swift BAT,
130919A,11:07:24,571271,207.281,-10.353,1.6,97.3,14,2.0,0.5,0.1,"0.54, CPL",0.73,1.5463336,254.0,Swift BAT,
130912A,08:34:57,570465,47.606,13.999,1.6,0.28,1.7,0.2,2.2,0.3,"1.20, PL",0.20,0.72452325,0.0,Swift BAT,
130907A,21:41:13,569992,215.898,45.602,1.0,>360,1400,10.0,25.6,0.5,"1.17, PL",0.02,0.7500686,0.0,Swift BAT,
130831B,13:48:19,568855,192.454,-29.187,2.1,37.8,14,2.0,2.4,0.5,"1.88, PL",0.21,0.3287646,0.0,Swift BAT,
130831A,13:04:16,568849,358.635,29.431,1.0,32.5,65,0.2,13.6,0.6,"1.93, PL",0.05,0.3100999,0.0,Swift BAT,
130829A,05:43:33,568417,182.426,46.52,1.3,42.56,12,1.0,0.6,0.1,"1.36, PL",0.12,0.6020887,0.0,Swift BAT,
130816B,04:53:38,566561,170.049,-57.527,1.6,10.00,2.7,0.4,0.9,0.1,"0.45, CPL",0.93,1.7135967,245.0,Swift BAT,
130816A,01:46:55,566545,197.093,-58.996,2.6,29.97,4.3,1.0,1.5,0.2,"1.86, PL",0.34,0.33653703,0.0,Swift BAT,
130812A,22:22:52,566228,92.387,-13.285,1.0,7.6,5.9,0.3,2.8,0.2,"2.52, PL",0.11,0.15508455,0.0,Swift BAT,
130806A,02:51:33,565562,35.907,67.525,1.6,6.1,1.7,0.2,1.3,0.1,"2.50, PL",0.22,0.15878503,0.0,Swift BAT,
130803A,10:02:52,565263,220.256,-2.499,1.1,44,15,1.0,5.1,0.4,"1.69, PL",0.14,0.41035467,0.0,Swift BAT,
130727A,16:45:19.52,564342,330.79,-65.54,1.0,13.57,38,1.0,7.0,0.3,"1.65, PL",0.05,0.42992243,0.0,Swift BAT,
130725B,17:39:28,564028,214.233,-11.124,1.2,10.0,3.9,0.4,2.2,0.2,"2.23, PL",0.17,0.21817169,0.0,Swift BAT,
130725A,11:37:11,563980,230.06,0.624,2.5,101.8,9.7,1.7,0.6,0.2,"1.60, PL",0.30,0.45567983,0.0,Swift BAT,
130719A,05:47:49,562625,89.038,-11.591,1.9,177.7,23,2.0,0.6,0.2,"1.63, PL",0.17,0.44004846,0.0,Swift BAT,
130701A,04:17:43,559482,357.224,36.1,1.0,4.38,44,1.0,17.1,0.7,"0.90, CPL",0.21,1.0237263,290.0,Swift BAT,
130627B,12:00:50,559139,181.914,-55.706,1.8,28.6,6.1,0.8,0.8,0.2,"0.13, CPL",1.03,2.4658084,213.0,Swift BAT,
130627A,08:55:03,559132,184.415,-37.114,2.8,30.8,9.1,1.9,1.8,0.5,"1.84, PL",0.32,0.3444907,0.0,Swift BAT,
130626A,10:51:03,559075,273.128,-9.525,1.8,0.16,0.52,0.08,0.9,0.2,"-0.53, CPL",1.39,5.1933436,147.0,Swift BAT,
130625A,07:00:39,558982,343.336,82.171,1.3,38.1,18,1.0,1.2,0.2,"1.37, PL",0.09,0.595153,0.0,Swift BAT,
130623A,11:42:44.7,Ground Analysis|20284,20.723,-77.784,4,15,5.4,1.1,1.4,0.3,"1.8, PL",0.2,0.36095843,0.0,Swift BAT,
130615A,09:44:45,558271,274.963,-68.161,2.9,304,21,3.0,0.7,0.2,"0.87, CPL",0.92,1.0596285,287.0,Swift BAT,
130612A,03:22:22,557976,259.771,16.729,2.0,4.0,2.3,0.5,1.7,0.3,"-0.14, CPL",1.71,3.3471885,186.0,Swift BAT,
130610A,03:12:13,557845,224.414,28.187,2.4,46.4,25,1.0,1.7,0.2,"1.27, PL",0.08,0.66820276,0.0,Swift BAT,
130609B,21:38:40,557828,53.776,-40.168,1.0,210.6,160,0.0,8.5,0.4,"1.32, PL",0.04,0.6306367,0.0,Swift BAT,
130609A,03:05:08,557782,152.68,24.124,1.2,7.0,5.7,0.4,1.8,0.2,"1.88, PL",0.11,0.3287646,0.0,Swift BAT,
130608A,23:14:21,557771,24.597,41.492,2.5,151.38,9.0,1.9,0.6,0.3,"2.71, PL",0.41,0.12392293,0.0,Swift BAT,
130606A,21:04:39,557589,249.39,29.796,2.0,276.58,29,2.0,2.6,0.2,"1.52, PL",0.12,0.5000895,0.0,Swift BAT,
130605A,23:41:42,557508,134.536,-33.477,1.7,12.6,26,3.0,4.1,0.9,"1.58, PL",0.17,0.46640354,0.0,Swift BAT,
130604A,06:54:26,557354,250.166,68.225,1.1,37.7,14,1.0,0.8,0.2,"1.51, PL",0.12,0.50593233,0.0,Swift BAT,
130603B,15:49:14,557310,172.222,17.063,1.0,0.18,6.3,0.3,6.4,0.3,"0.82, PL",0.07,1.1222397,0.0,Swift BAT,
130603A,05:59:32,557274,86.859,82.91,1.6,76,19,1.0,0.8,0.1,"1.83, PL",0.12,0.3485368,0.0,Swift BAT,
130529A,11:15:25,556930,24.274,-64.143,1.9,128,14,2.0,0.5,0.1,"1.56, PL",0.17,0.47737595,0.0,Swift BAT,
130528A,16:41:23,556870,139.405,87.3,1.0,59.4,51,2.0,3.0,0.2,"1.39, CPL",0.19,0.58151686,339.0,Swift BAT,
130527A,14:21:30,556753,309.282,-24.726,1.1,44,120,4.0,20.1,1.4,"1.25, PL",0.05,0.68383884,0.0,Swift BAT,
130521A,22:49:16,556344,87.568,14.47,1.6,11.0,4.2,0.5,1.9,0.2,"2.11, PL",0.20,0.251166,0.0,Swift BAT,
130515A,01:21:17,555880,283.436,-54.283,1.6,0.29,1.5,0.2,1.4,0.2,"0.77, PL",0.18,1.1884907,0.0,Swift BAT,
130514A,07:13:41,555821,296.278,-7.974,1.0,204,91,2.0,2.8,0.3,"1.80, PL",0.05,0.36095843,0.0,Swift BAT,
130511A,11:30:47,555600,196.654,18.709,2.3,5.43,2.2,0.4,1.3,0.2,"1.35, PL",0.31,0.609104,0.0,Swift BAT,
130508A,17:08:53,555413,305.351,34.966,2.2,42,6.6,1.0,0.7,0.2,"1.80, PL",0.23,0.36095843,0.0,Swift BAT,
130505A,08:22:28,555163,137.06,17.485,1.5,88,210,10.0,30.0,3.1,"1.18, PL",0.07,0.74145645,0.0,Swift BAT,
130504A,02:05:34,555096,272.459,-16.32,1.7,50,10,1.0,0.9,0.2,"0.52, CPL",0.68,1.5820545,252.0,Swift BAT,
130502A,17:50:30,554996,138.579,-0.134,1.8,3.0,3.8,0.4,2.9,0.3,"1.78, PL",0.16,0.36948106,0.0,Swift BAT,
130427B,13:20:41,554635,314.9,-22.548,1.4,27.0,15,1.0,3.0,0.4,"1.64, PL",0.15,0.4349564,0.0,Swift BAT,
130427A,07:47:57,554620,173.15,27.706,1.0,162.83,3100,30.0,331.0,4.6,"1.21, PL",0.02,0.71620005,0.0,Swift BAT,
130420B,12:56:31,553996,183.095,54.376,1.1,10.2,6.0,0.5,1.4,0.1,"0.28, CPL",0.52,2.0795898,228.0,Swift BAT,
130420A,07:28:29,553977,196.118,59.421,1.0,123.5,71,3.0,3.4,0.2,"1.52, CPL",0.25,0.5000895,352.0,Swift BAT,
130419A,13:30:29,553918,355.278,9.9,2.6,75.7,7.8,1.4,0.3,0.2,"1.43, PL",0.28,0.55516154,0.0,Swift BAT,
130418A,19:00:53,553847,149.045,13.674,1.9,>300,18,2.0,0.6,0.2,"2.07, PL",0.17,0.26322344,0.0,Swift BAT,
130408A,21:51:38,553132,134.398,-32.363,2.2,28,23,4.0,4.9,1.0,"1.28, PL",0.26,0.6605173,0.0,Swift BAT,
130327A,01:47:34,552063,91.984,55.732,2.2,9.0,2.3,0.5,0.9,0.2,"2.26, PL",0.36,0.21061602,0.0,Swift BAT,
130315A,12:45:32,551126,157.541,-51.794,1.3,233.4,49,2.0,1.0,0.2,"1.81, PL",0.08,0.3567701,0.0,Swift BAT,
130313A,16:08:11,550906,236.438,-0.355,2.6,0.26,0.31,0.07,0.5,0.1,"1.37, PL",0.36,0.595153,0.0,Swift BAT,
130216B,18:58:12,548918|Ground Analysis|20233,58.866,2.036,1.5,3.7,13,3.0,7.4,0.6,"1.77, PL",0.08,0.3738165,0.0,Swift BAT,
130216A,22:15:24,548927,67.901,14.67,1.0,6.5,30,1.0,6.5,0.3,"0.80, CPL",0.20,1.148292,280.0,Swift BAT,
130215A,01:31:30,548760,43.486,13.387,1.5,65.7,54,5.0,2.5,0.7,"1.59, PL",0.14,0.46101096,0.0,Swift BAT,
130211A,03:36:32,548276,147.524,-42.33,2.1,25.1,6.4,1.0,0.7,0.2,"1.81, PL",0.24,0.3567701,0.0,Swift BAT,
130206A,19:36:28,547918,140.387,-58.193,1.9,128.0,20,2.0,0.3,0.2,"1.56, PL",0.17,0.47737595,0.0,Swift BAT,
130131B,19:10:08,547420,173.957,15.033,1.7,4.30,3.4,0.4,1.0,0.2,"1.15, PL",0.20,0.76758957,0.0,Swift BAT,
130131A,13:56:22,547407,171.091,48.064,2.1,51.6,3.1,0.6,0.7,0.1,"2.12, PL",0.32,0.24823786,0.0,Swift BAT,
130122A,23:44:09,546731,194.307,59.003,3.0,64,7.4,1.1,0.4,0.1,"1.34, PL",0.24,0.61619985,0.0,Swift BAT,
130102A,18:10:53,544784,311.435,49.838,2.3,77.5,7.2,0.9,0.4,0.1,"1.39, PL",0.18,0.58151686,0.0,Swift BAT,
121226A,19:09:43,544027,168.62,-30.413,2.0,1.00,1.4,0.2,1.6,0.3,"1.51, PL",0.29,0.50593233,0.0,Swift BAT,
121217A,07:17:47,542441,153.708,-62.354,1.0,778,62,3.0,1.8,0.1,"1.53, PL",0.08,0.4943132,0.0,Swift BAT,
121212A,06:56:13,541371,177.787,78.052,2.1,6.8,1.2,0.3,0.7,0.1,"2.65, PL",0.40,0.13302684,0.0,Swift BAT,
121211A,13:47:02,541200,195.575,30.173,4.9,182,13,2.67,1.0,0.3,"2.36, PL",0.26,0.18725011,0.0,Swift BAT,
121209A,21:59:11,540964,326.8,-8.232,1.7,42.7,29,1.0,3.4,0.3,"1.43, PL",0.08,0.55516154,0.0,Swift BAT,
121202A,04:20:05,540255,256.79,23.942,1.2,20.1,12,1.0,1.2,0.2,"1.59, PL",0.11,0.46101096,0.0,Swift BAT,
121201A,12:25:42,540178,13.473,-42.929,2.3,85,7.8,1.0,0.8,0.1,"1.90, PL",0.21,0.3211693,0.0,Swift BAT,
121128A,05:05:37,539866,300.589,54.301,1.0,23.3,69,4.0,12.9,0.4,"1.32, PL",0.18,0.6306367,0.0,Swift BAT,
121125A,08:32:27,539563,228.519,55.318,1.2,52.2,47,1.0,2.9,0.2,"1.52, PL",0.06,0.5000895,0.0,Swift BAT,
121123A,10:02:41,539358,307.334,-11.873,1.8,317,150,10.0,2.6,0.2,"0.96, CPL",0.20,0.95547813,296.0,Swift BAT,
121117A,08:50:56,538696,31.617,7.432,1.1,30,14,2.0,1.1,0.1,"1.16, PL",0.18,0.7587793,0.0,Swift BAT,
121108A,17:47:39,537921,83.216,54.52,2.2,89,9.6,1.2,1.6,0.2,"2.28, PL",0.20,0.20572317,0.0,Swift BAT,
121102A,02:27:02,537266,270.896,-16.951,1.0,24.7,19,1.0,2.3,0.2,"1.88, PL",0.07,0.3287646,0.0,Swift BAT,
121031A,22:50:30,537195,170.772,-3.513,1.0,226,78,2.0,2.4,0.2,"1.50, PL",0.05,0.5118424,0.0,Swift BAT,
121028A,05:04:31,536897,271.903,-2.298,1.5,3.8,3.7,0.4,1.9,0.3,"1.79, PL",0.17,0.3651952,0.0,Swift BAT,
121027A,07:32:29,536831,63.598,-58.839,1.0,62.6,20,1.0,1.3,0.2,"1.82, PL",0.09,0.35262975,0.0,Swift BAT,
121024A,02:56:12,536580,70.481,-12.255,1.7,69,11,1.0,1.3,0.2,"1.41, PL",0.22,0.5681886,0.0,Swift BAT,
121017A,19:23:28,536172,288.82,-1.602,1.5,4.2,6.6,0.7,3.3,0.4,"1.74, PL",0.17,0.3871261,0.0,Swift BAT,
121014A,20:11:56,535960,166.645,-29.105,2.0,80.0,11,1.0,0.3,0.2,"1.91, PL",0.17,0.31743684,0.0,Swift BAT,
121011A,11:15:30,535764,260.204,41.123,1.8,75.6,27,7.0,1.2,0.3,"0.10, CPL",0.73,2.5511384,210.0,Swift BAT,
121001A,18:23:02,535026,276.029,-5.667,2.4,147,17,2.0,0.5,0.1,"1.34, PL",0.15,0.61619985,0.0,Swift BAT,
120927A,22:40:46,534815,136.606,0.42,1.0,43,26,3.0,1.6,0.2,"0.63, CPL",0.38,1.3951747,263.0,Swift BAT,
120923A,05:16:06,534402,303.781,6.255,2.1,27.2,3.2,0.8,0.6,0.1,"0.29, CPL",1.66,2.0560756,229.0,Swift BAT,
120922A,22:30:28,534394,234.758,-20.181,1.2,173,62,7.0,2.0,0.2,"1.58, CPL",0.36,0.46640354,358.0,Swift BAT,
120918A,11:16:10,534015,181.042,-32.762,1.1,25.1,37,6.0,4.5,0.5,"1.00, CPL",0.39,0.9,300.0,Swift BAT,
120913B,23:55:58,533613,213.66,-14.508,1.0,126,111,2.0,3.2,0.2,"1.63, PL",0.04,0.44004846,0.0,Swift BAT,
120913A,20:18:21,533568,146.4,26.959,1.2,30.1,8.7,0.8,2.3,0.2,"2.18, PL",0.15,0.2313639,0.0,Swift BAT,
120911A,07:08:33,533268,357.966,63.09,1.6,17.8,11,1.0,2.7,0.3,"1.71, PL",0.16,0.40090278,0.0,Swift BAT,
120907A,00:24:23,532871,74.736,-9.323,2.0,16.9,6.7,1.1,2.9,0.4,"1.73, PL",0.25,0.39166564,0.0,Swift BAT,
120819A,13:10:14,531428,235.887,-7.304,2.9,71,14,2.0,0.8,0.3,"1.49, PL",0.23,0.51782054,0.0,Swift BAT,
120817A,06:49:42,531267,250.692,-38.377,1.5,28.2,6.9,0.6,0.8,0.1,"1.97, PL",0.16,0.2959244,0.0,Swift BAT,
120816A,19:18:34,531223,282.133,-6.981,2.5,7.6,4.3,1.0,2.1,0.5,2.54,0.40,0.15146941,0.0,Swift BAT,
120815A,02:13:58,531003,273.976,-52.125,1.8,9.7,4.9,0.7,2.2,0.3,"2.29, PL",0.23,0.20331903,0.0,Swift BAT,
120811C,15:34:52,530689,199.69,62.297,1.0,26.8,30,3.0,4.1,0.2,"1.40, CPL",0.30,0.5748147,340.0,Swift BAT,
120811A,02:35:18,530581,257.184,-22.735,2.6,166,11,1.0,1.0,0.1,"1.95, PL",0.20,0.30293033,0.0,Swift BAT,
120807A,07:09:37,530267,241.273,-47.455,2.1,20.0,2.9,0.5,0.9,0.1,"1.81, PL",0.30,0.3567701,0.0,Swift BAT,
120805A,21:28:09,530031,216.536,5.853,2.2,48.00,8.2,1.4,0.37,0.2,"1.20, PL",0.28,0.72452325,0.0,Swift BAT,
120804A,00:54:14,529686,233.951,-28.768,1.0,0.81,8.8,0.5,10.8,0.6,"1.34, PL",0.08,0.61619985,0.0,Swift BAT,
120803B,11:06:06,529606,314.223,53.298,1.0,37.5,25,5.0,1.5,0.2,"0.84, CPL",0.36,1.0967697,284.0,Swift BAT,
120803A,07:22:16,529582,269.531,-6.733,2.5,10.0,3.0,0.5,0.4,0.2,"0.86, PL",0.35,1.0718691,0.0,Swift BAT,
120802A,08:00:51,529486,44.833,13.762,1.1,50,19,3.0,3.0,0.2,"1.21, CPL",0.47,0.71620005,321.0,Swift BAT,
120729A,10:56:14,529095,13.078,49.936,1.0,71.5,24,1.0,2.9,0.2,"1.62, PL",0.08,0.44519925,0.0,Swift BAT,
120728A,22:25:11,529021,137.085,-54.437,1.4,22.06,24,2.0,2.4,0.5,"1.79, PL",0.13,0.3651952,0.0,Swift BAT,
120724A,06:39:02,528443,245.193,3.535,2.1,72.8,6.8,1.1,0.6,0.2,"0.53, CPL",1.53,1.5640936,253.0,Swift BAT,
120722A,12:53:26,528195,230.489,13.249,3.4,42.4,12,2.0,1.0,0.3,"1.90, PL",0.25,0.3211693,0.0,Swift BAT,
120714B,21:18:46.57,526642,355.412,-46.196,2.6,159,12,1.0,0.4,0.1,"1.52, PL",0.17,0.5000895,0.0,Swift BAT,
120714A,07:46:46,526593,167.975,-30.625,1.6,16.2,8.2,0.9,1.5,0.3,"1.62, PL",0.16,0.44519925,0.0,Swift BAT,
120712A,13:42:27,526351,169.598,-20.051,1.0,14.7,18,1.0,2.4,0.2,"1.36, PL",0.08,0.6020887,0.0,Swift BAT,
120711B,03:11:02.58,526270,331.71,59.996,3.2,60,5.6,1.2,0.4,0.1,"1.75, PL",0.32,0.38263845,0.0,Swift BAT,
120703A,17:25:22,525671,339.353,-29.726,1.0,25.2,35,1.0,10.5,0.4,"1.51, PL",0.06,0.50593233,0.0,Swift BAT,
120624B,22:19:51,525068,170.886,8.933,1.0,>192,283,4.0,5.5,0.2,"1.17, PL",0.03,0.7500686,0.0,Swift BAT,
120612A,02:05:19,524128,126.723,-17.598,1.7,90,13,1.0,0.5,0.2,"1.36, PL",0.16,0.6020887,0.0,Swift BAT,
120521C,23:22:07,522656,214.288,42.144,1.0,26.7,11,1.0,1.9,0.2,"1.73, PL",0.11,0.39166564,0.0,Swift BAT,
120521B,09:07:48,522586,197.016,-52.742,1.6,31.4,15,1.0,0.9,0.2,"0.97, PL",0.15,0.94454753,0.0,Swift BAT,
120521A,05:59:42,522578,148.692,-49.422,1.7,0.45,0.78,0.11,0.9,0.1,"0.98, PL",0.22,0.93374014,0.0,Swift BAT,
120514A,01:12:49,522197,283.002,-4.258,1.1,164.4,28,2.0,1.9,0.2,"1.62, PL",0.10,0.44519925,0.0,Swift BAT,
120422A,07:12:03,520658,136.915,13.974,2.0,5.35,2.3,0.4,0.6,0.2,"1.19, PL",0.24,0.7329417,0.0,Swift BAT,
120404A,12:51:02,519380,235.002,12.883,1.2,38.7,16,1.0,1.2,0.2,"1.85, PL",0.13,0.34049097,0.0,Swift BAT,
120403B,20:33:56,519256,54.302,-89.029,2.4,7.3,2.1,0.4,0.9,0.2,"1.79, PL",0.31,0.3651952,0.0,Swift BAT,
120403A,01:05:23,519211,42.458,40.489,2.3,1.25,1.0,0.2,1.1,0.2,"1.64, PL",0.30,0.4349564,0.0,Swift BAT,
120328A,03:06:19,518792,241.607,-39.322,1.8,24.2,4.7,0.6,0.7,0.1,"1.87, PL",0.20,0.3326284,0.0,Swift BAT,
120327A,02:55:16,518731,246.854,-29.415,1.1,62.9,36,1.0,3.9,0.2,"1.52, PL",0.06,0.5000895,0.0,Swift BAT,
120326A,01:20:29,518626,273.906,69.248,1.0,69.6,26,3.0,4.6,0.2,"1.41, CPL",0.34,0.5681886,341.0,Swift BAT,
120324A,05:59:11,518507,291.081,24.14,1.1,118,101,3.0,5.9,0.2,"1.34, PL",0.04,0.61619985,0.0,Swift BAT,
120320A,11:56:15,518200,212.517,8.682,1.6,25.74,5.9,1.6,0.5,0.2,"0.31, CPL",0.95,2.0098302,231.0,Swift BAT,
120312A,16:06:28,517566,251.812,23.881,2.1,14.2,5.7,0.8,1.3,0.3,"1.72, PL",0.23,0.39625767,0.0,Swift BAT,
120311B,15:08:10,517489,258.551,-13.068,1.3,28.2,10,1.0,1.5,0.2,"1.96, PL",0.14,0.29940712,0.0,Swift BAT,
120311A,05:33:38,517469,273.075,14.297,1.1,3.5,3.0,0.3,3.2,0.2,"2.30, PL",0.15,0.20094265,0.0,Swift BAT,
120308A,06:13:38,517234,219.123,79.674,1.3,60.6,12,1.0,6.0,0.1,"1.71, PL",0.13,0.40090278,0.0,Swift BAT,
120305A,19:37:30,516997,47.549,28.495,1.0,0.10,2.0,0.1,2.2,0.2,"1.00, PL",0.09,0.9,0.0,Swift BAT,
120229A,14:35:11,516571,20.033,-35.796,1.9,0.22,0.41,0.07,0.5,0.1,"1.29, PL",0.24,0.65291893,0.0,Swift BAT,
120224A,04:39:56,515976,40.937,-17.779,2.4,8.13,2.4,0.5,0.9,0.2,"2.25, PL",0.36,0.2131054,0.0,Swift BAT,
120219A,14:30:08,515375,129.862,51.006,2.2,90.5,5.4,1.4,0.3,0.1,"0.60, CPL",1.69,1.4438692,260.0,Swift BAT,
120218A,00:49:22,515277,319.7641,-25.4626,1.9,27.5,53,4.0,9.1,1.2,"1.75, PL",0.11,0.38263845,0.0,Swift BAT,
120215A,00:41:15,515015,30.057,8.79,2.3,26.5,4.0,0.6,0.6,0.1,"1.62, PL",0.22,0.44519925,0.0,Swift BAT,
120213A,00:27:19,514767,300.987,65.413,1.0,48.9,19,1.0,1.7,0.1,"2.37, PL",0.09,0.18505947,0.0,Swift BAT,
120212A,09:11:22,514709,43.086,-18.043,1.6,5.52,5.1,0.6,2.1,0.3,"2.05, PL",0.19,0.26946473,0.0,Swift BAT,
120211A,11:58:28,514586,87.781,-24.795,2.1,61.7,8.1,1.2,0.5,0.2,"1.50, PL",0.22,0.5118424,0.0,Swift BAT,
120121A,09:42:19,512164,249.363,-23.963,1.4,26.1,11,1.0,0.7,0.2,"1.23, PL",0.13,0.69983524,0.0,Swift BAT,
120119A,04:04:30.21,512035,120.029,-9.076,1.0,253.8,170,0.0,10.3,0.3,"1.38, PL",0.04,0.588296,0.0,Swift BAT,
120118B,17:00:21,512003,124.862,-7.178,1.3,23.26,18,1.0,2.2,0.3,"2.08, PL",0.11,0.26015654,0.0,Swift BAT,
120116A,18:06:28,511866,16.24,33.927,1.0,41.0,29,1.0,4.1,0.3,"1.31, CPL",0.41,0.63797957,331.0,Swift BAT,
120106A,14:16:24,511235,66.129,64.05,1.3,61.6,9.7,1.1,1.5,0.2,"1.53, PL",0.17,0.4943132,0.0,Swift BAT,
120102A,02:15:55,510922,276.224,24.713,1.0,38.7,43,1.0,10.3,0.4,"1.59, PL",0.05,0.46101096,0.0,Swift BAT,
